train_loss,valid_accuracy
0.14008463532332513,0.8904382470119522
0.10790117787483257,0.8904382470119522
0.10254402272577645,0.8934262948207171
0.09750125175062915,0.9023904382470119
0.08981664817473303,0.9133466135458167
0.08443934036321128,0.898406374501992
0.08334331104901622,0.9173306772908366
0.07867035896025515,0.9113545816733067
0.06961642392851719,0.9153386454183267
0.06914148716542047,0.9203187250996016
0.06400978975067759,0.9173306772908366
0.06264791130227794,0.9243027888446215
0.05862656243804717,0.9173306772908366
0.057246627225034805,0.9213147410358565
0.05270179665703257,0.9133466135458167
0.052729393966837824,0.9243027888446215
0.05106557265956527,0.9203187250996016
0.051521239427270625,0.9233067729083665
0.04644896456281121,0.9282868525896414
0.04299062671931635,0.898406374501992
0.04639785054090959,0.9073705179282868
0.042565688292917965,0.8954183266932271
0.04200179810803174,0.9243027888446215
0.04018317667195357,0.9153386454183267
0.040186080034326915,0.8874501992031872
0.03590035927002336,0.7529880478087649
0.035009673977539305,0.9053784860557769
0.03607562063863564,0.5159362549800797
0.036922123863916384,0.9223107569721115
0.03360806735017082,0.9243027888446215
0.028294281022926648,0.9402390438247012
0.031166983584128668,0.9133466135458167
0.029836666308324225,0.9183266932270916
0.02615560926165613,0.9053784860557769
0.026343739789706562,0.9093625498007968
0.021185906908923084,0.9282868525896414
0.02395149262069135,0.9243027888446215
0.01820114427928513,0.8296812749003984
0.019850732732153487,0.9292828685258964
0.02179579951235552,0.9083665338645418
0.014812679822780785,0.9123505976095617
0.022775816245273556,0.9173306772908366
0.022387215239508165,0.9123505976095617
0.010048724585424234,0.9312749003984063
0.011756657067002216,0.9233067729083665
0.011641710099695715,0.9252988047808764
0.010692792274840508,0.9322709163346613
0.010272345514538565,0.9312749003984063
0.010591500633865358,0.9332669322709163
0.015582942193313432,0.9352589641434262
