train_loss,valid_accuracy
0.24364983981415148,0.8864541832669323
0.20086399005145156,0.9063745019920318
0.17257614619696118,0.8575697211155379
0.15365901756964917,0.9243027888446215
0.1401619902882044,0.9103585657370518
0.12832807996360365,0.9332669322709163
0.1271893625885355,0.9243027888446215
0.1172714299058348,0.9183266932270916
0.11775853436466933,0.9183266932270916
0.11147671537206752,0.9282868525896414
0.11060162878171358,0.9322709163346613
0.1093690756317829,0.9292828685258964
0.09665551320249115,0.9143426294820717
0.09925225680263372,0.9332669322709163
0.09437204172457551,0.9153386454183267
0.08783078439764037,0.9352589641434262
0.08850224851797532,0.9322709163346613
0.0741646896432718,0.9312749003984063
0.07667751532209884,0.9412350597609562
0.07757783087853369,0.9382470119521913
0.0671315586868687,0.9402390438247012
0.06288812936310352,0.9392430278884463
0.07027691630225155,0.9342629482071713
0.06193183035728285,0.9233067729083665
0.057611008740938184,0.9342629482071713
0.05352280868653802,0.9173306772908366
0.05124430229497646,0.9272908366533864
0.05171143786571119,0.9332669322709163
0.0482727126306003,0.9332669322709163
0.04605539855200924,0.9362549800796812
0.04871464119852757,0.9312749003984063
0.05182362593335724,0.9372509960159362
0.04410291067512345,0.9422310756972112
0.03125023116223267,0.9432270916334662
0.02984177755051306,0.9033864541832669
0.04023668459720082,0.9432270916334662
0.029518514952441264,0.9482071713147411
0.024938470375533033,0.9372509960159362
0.0369140976421555,0.9402390438247012
0.02742139463635048,0.9392430278884463
0.03078458939931826,0.9312749003984063
0.03242095837323245,0.9432270916334662
0.024532295688803184,0.9432270916334662
0.016384145741077227,0.9382470119521913
0.023613353170776626,0.9133466135458167
0.02187231063006586,0.9412350597609562
0.019849492803609873,0.9452191235059761
0.018030282916642198,0.9332669322709163
0.020321732543627513,0.9402390438247012
0.01908563229509489,0.9382470119521913
