train_loss,valid_accuracy
0.30335671312174095,0.9043824701195219
0.231604591855463,0.9262948207171314
0.2068761519761836,0.9252988047808764
0.1913663578981703,0.9243027888446215
0.18150090764869342,0.9262948207171314
0.17408365611542867,0.9163346613545816
0.15699436695124847,0.9223107569721115
0.15488470351166933,0.8426294820717132
0.16093725596089714,0.9243027888446215
0.1464846217525583,0.9233067729083665
0.1410358080042983,0.9033864541832669
0.13933537077273708,0.9412350597609562
0.13300579438372603,0.2300796812749004
0.12721337983784095,0.11055776892430279
0.12211593167016069,0.9103585657370518
0.12164553855010668,0.9133466135458167
0.11177685733654538,0.10956175298804781
0.12134595807820661,0.9372509960159362
0.0974469203821433,0.31673306772908366
0.09720779709696872,0.8894422310756972
0.09527041050757235,0.9422310756972112
0.09133969799585091,0.9073705179282868
0.08858743088805528,0.4113545816733068
0.09314848160479812,0.9282868525896414
0.08282531108819012,0.9312749003984063
0.08255386178495161,0.9402390438247012
0.06910491585300191,0.9282868525896414
0.07177584715296177,0.9412350597609562
0.06444184710375492,0.9352589641434262
0.06695483371177705,0.8027888446215139
0.06474649992741095,0.9133466135458167
0.05827453704215395,0.9402390438247012
0.06158313566761325,0.9472111553784861
0.05400048454466242,0.9442231075697212
0.04815047968332344,0.9472111553784861
0.05576582598511136,0.9472111553784861
0.04500099299411652,0.952191235059761
0.04525103548295655,0.8316733067729084
0.04163278220381147,0.9432270916334662
0.03882669800681607,0.8436254980079682
0.03486805184269851,0.9432270916334662
0.03369439751313964,0.952191235059761
0.03030050663204822,0.9551792828685259
0.026660106481910775,0.951195219123506
0.03345997424797821,0.9472111553784861
0.034180602947758,0.9432270916334662
0.025844495571186482,0.9452191235059761
0.02747555398565955,0.9581673306772909
0.020998376902467596,0.9103585657370518
0.026003867725635628,0.9462151394422311
