train_loss,valid_accuracy
0.3066174573749048,0.9143426294820717
0.24657040109816383,0.8954183266932271
0.21075786923027978,0.9073705179282868
0.193786126486382,0.9213147410358565
0.18875420264145726,0.9262948207171314
0.17793429363039714,0.9183266932270916
0.16256804484714263,0.9243027888446215
0.1569332216896666,0.9322709163346613
0.15403340123577833,0.9312749003984063
0.14582553471711754,0.9183266932270916
0.1318507948978189,0.9352589641434262
0.13376222047667255,0.9342629482071713
0.1250513743067649,0.9282868525896414
0.121478465726794,0.9322709163346613
0.10233336286283838,0.9063745019920318
0.1146356269811467,0.9322709163346613
0.10525819067851246,0.9432270916334662
0.09991281593736025,0.9432270916334662
0.092412044328524,0.9352589641434262
0.10256340253880922,0.9282868525896414
0.09369213946122121,0.9372509960159362
0.09005021359004707,0.9023904382470119
0.0834934567157211,0.9452191235059761
0.08635827985002721,0.9312749003984063
0.08476910488376486,0.9392430278884463
0.0808338411352046,0.9482071713147411
0.0767916728843061,0.9382470119521913
0.06625416553874802,0.9472111553784861
0.07143544750272154,0.9482071713147411
0.06762938151985892,0.9472111553784861
0.05935183670180075,0.896414342629482
0.060825447139759924,0.952191235059761
0.05305823701071213,0.9442231075697212
0.05858773223761833,0.950199203187251
0.052235937450483674,0.954183266932271
0.04966643644939297,0.9153386454183267
0.040656331841119824,0.9482071713147411
0.038493781600556436,0.9462151394422311
0.04199755644404983,0.9442231075697212
0.043889008514346683,0.9422310756972112
0.041419252992877624,0.9462151394422311
0.039387209629272564,0.9452191235059761
0.04522594070784096,0.9561752988047809
0.035112243561045385,0.9422310756972112
0.029032129962093117,0.9432270916334662
0.032522133141588326,0.8804780876494024
0.02669510568849947,0.950199203187251
0.028173351142542297,0.9462151394422311
0.026419772923681212,0.951195219123506
0.02770815147039054,0.9412350597609562
